tag,pattern,response
manual_edit,Fitur edit manual DiaBites bisa digunakan untuk produk tanpa kamera,"Ya, edit manual adalah solusi utama saat kamera tidak tersedia, foto tidak bisa diambil dengan baik, atau produk tidak memiliki label yang bisa di-scan. Input semua nilai gizi dari kemasan secara langsung melalui form manual."
manual_edit,Apakah nilai yang diedit manual sama validnya dengan hasil scan otomatis,"Ya, DiaBites menggunakan nilai yang sama untuk menghitung rekomendasi, baik dari scan otomatis maupun input manual. Yang terpenting adalah keakuratan data yang dimasukkan sesuai dengan label kemasan produk."
manual_edit,Cara edit ukuran porsi setelah scan di DiaBites,"Di halaman hasil scan, cari field Ukuran Porsi atau Takaran Saji, tap angkanya dan masukkan nilai yang benar. Perubahan ukuran porsi akan otomatis menyesuaikan semua nilai gizi lainnya secara proporsional."
manual_edit,Kenapa edit manual diperlukan jika DiaBites sudah punya OCR canggih,"OCR bekerja optimal pada foto dengan kondisi ideal. Namun variasi pencahayaan, sudut foto, kualitas cetak label, dan format tabel yang beragam bisa menyebabkan kesalahan baca. Edit manual adalah safety net yang memastikan akurasi data."
manual_edit,Apakah bisa menambahkan catatan pribadi pada hasil scan di DiaBites,Fitur catatan pribadi pada hasil scan masih dalam pengembangan. Saat ini Anda bisa menggunakan Ruang Berbagi untuk berbagi pengalaman dengan produk tertentu atau mencatat secara manual di luar aplikasi.
manual_edit,Cara mengoreksi nama produk yang salah terbaca oleh OCR DiaBites,"Di halaman hasil scan, cari field nama produk dan tap untuk mengedit. Masukkan nama produk yang benar sesuai kemasan. Nama yang akurat membantu identifikasi produk di riwayat scan untuk keperluan pencarian di masa mendatang."
manual_edit,Edit manual DiaBites tersimpan otomatis atau perlu tap tombol simpan,"Setelah selesai mengedit semua nilai, pastikan tap tombol Simpan atau Konfirmasi yang tersedia. Jangan keluar halaman sebelum menyimpan karena perubahan yang belum disimpan akan hilang."
manual_edit,Apakah DiaBites memberikan saran saat nilai manual yang diinput terlihat tidak wajar,DiaBites akan tetap memproses nilai yang diinput secara manual. Pastikan nilai yang Anda masukkan benar karena DiaBites mempercayai input pengguna. Masukkan nilai dengan teliti sesuai angka yang tertera di kemasan produk.
manual_edit,Cara membatalkan edit manual dan kembali ke hasil scan awal,Tap tombol Batal atau Batalkan yang tersedia di form edit manual. Ini akan mengembalikan semua nilai ke hasil OCR awal tanpa menyimpan perubahan. Pilihan ini berguna jika Anda berubah pikiran atau tidak sengaja mengubah nilai.
manual_edit,Apakah edit manual bisa digunakan untuk produk homemade tanpa kemasan,"Edit manual bisa digunakan untuk produk apapun asalkan Anda mengetahui nilai gizinya. Untuk makanan homemade, Anda bisa menggunakan database nutrisi online untuk mengestimasi nilai gizi, lalu input secara manual di DiaBites."
manual_edit,Kenapa setelah edit manual hasil rekomendasi berubah,"Karena rekomendasi Recommended, Caution, atau Not Recommended dihitung berdasarkan nilai gizi yang ada. Jika nilai yang diedit berbeda signifikan dari hasil OCR awal, wajar jika rekomendasi berubah mengikuti nilai yang lebih akurat."
manual_edit,Cara edit nilai gizi yang terbaca nol padahal di kemasan ada nilainya,"Tap pada field yang menampilkan nol, hapus angkanya dan masukkan nilai yang benar dari kemasan. Jika nilai memang nol sesuai kemasan (misalnya sodium 0mg), biarkan tetap nol karena itu sudah benar."
manual_edit,Apakah perlu edit semua field atau hanya yang salah saja,"Anda hanya perlu mengedit field yang salah. Field yang sudah terbaca dengan benar tidak perlu diubah. Setelah mengedit yang diperlukan, simpan untuk mendapatkan evaluasi dengan data yang akurat."
manual_edit,Edit manual DiaBites bisa dilakukan kapan saja atau hanya setelah scan,"Edit manual tersedia langsung setelah proses scan selesai. Untuk data yang sudah tersimpan di History, kemungkinan ada opsi edit terbatas. Direkomendasikan untuk langsung mengedit nilai yang salah segera setelah scan selesai."
manual_edit,Cara input produk tanpa takaran saji di edit manual DiaBites,"Jika tidak ada takaran saji yang jelas, estimasikan berdasarkan berat total kemasan dibagi jumlah sajian. Atau input nilai per 100g jika itu yang tersedia di label, dan sesuaikan jumlah konsumsi Anda dalam gram."
manual_edit,Apakah edit manual di DiaBites bisa digunakan untuk produk restoran cepat saji,"Ya, jika restoran cepat saji menyediakan informasi nutrisi (banyak yang sudah menyediakan di website atau menu), Anda bisa input nilai tersebut secara manual di DiaBites untuk mendapatkan evaluasi kesesuaiannya dengan profil diabetes Anda."
tipe_diabetes_general,Apa bedanya diabetes tipe 1 tipe 2 dan gestasional secara singkat,"Tipe 1: pankreas tidak produksi insulin (autoimun), biasanya sejak muda, butuh insulin. Tipe 2: tubuh resistensi insulin, biasanya dewasa, dikelola dengan obat dan gaya hidup. Gestasional: terjadi saat kehamilan, biasanya sembuh setelah melahirkan."
tipe_diabetes_general,Bagaimana cara memilih tipe diabetes yang tepat di profil DiaBites,"Pilih tipe sesuai diagnosis dokter Anda: Tipe 1 jika didiagnosis diabetes tipe 1, Tipe 2 untuk diabetes tipe 2, Gestasional jika sedang hamil dengan diabetes gestasional, atau Tidak Ada jika tidak memiliki diabetes."
tipe_diabetes_general,Apakah batas gula berbeda antara tipe 1 tipe 2 dan gestasional di DiaBites,"Ya, DiaBites menyesuaikan batas aman berdasarkan tipe diabetes. Gestasional memiliki batas gula paling ketat karena menyangkut kesehatan ibu dan janin. Tipe 1 memerlukan pendekatan berbeda karena manajemen dengan insulin."
tipe_diabetes_general,Saya baru didiagnosis tipe 2 apakah bisa langsung pakai DiaBites,"Ya, langsung bisa. Pilih Tipe 2 di profil DiaBites, isi data kesehatan lengkap, dan mulai scan produk yang biasa Anda konsumsi. DiaBites akan membantu Anda belajar produk mana yang sesuai dengan kondisi diabetes tipe 2 Anda."
tipe_diabetes_general,Apakah penderita prediabetes bisa menggunakan DiaBites,"Ya, pilih Tidak Ada pada tipe diabetes atau konsultasikan dengan dokter apakah sudah perlu menggunakan parameter diabetes. DiaBites tetap berguna untuk memantau asupan gula dan karbohidrat guna mencegah perkembangan ke diabetes penuh."
tipe_diabetes_general,Apa rekomendasi utama DiaBites yang berbeda untuk tipe 1 vs tipe 2,"Untuk tipe 1, penghitungan karbohidrat lebih kritis karena terkait dosis insulin. Untuk tipe 2, fokus pada kalori total dan gula. DiaBites menyesuaikan threshold rekomendasi untuk setiap tipe berdasarkan panduan ADA dan WHO."
tipe_diabetes_general,Boleh tidak ganti tipe diabetes di profil DiaBites setelah sudah diisi,"Boleh, buka Profile > Edit Data Kesehatan dan ubah tipe diabetes jika ada perubahan kondisi. Namun pastikan perubahan sesuai dengan diagnosis dokter karena tipe diabetes mempengaruhi semua parameter rekomendasi produk."
tipe_diabetes_general,Apakah DiaBites bisa digunakan oleh penderita diabetes insipidus,"Diabetes insipidus adalah kondisi berbeda dari diabetes mellitus. DiaBites dirancang untuk diabetes mellitus (tipe 1, 2, gestasional). Untuk diabetes insipidus, panduan nutrisinya berbeda dan sebaiknya konsultasikan dengan dokter spesialis."
tipe_diabetes_general,Apa itu MODY dan apakah bisa menggunakan DiaBites,"MODY (Maturity Onset Diabetes of the Young) adalah bentuk diabetes genetik yang jarang. Jika didiagnosis MODY, pilih tipe yang paling mendekati kondisi Anda berdasarkan saran dokter, atau pilih Tipe 2 sebagai pendekatan umum."
tipe_diabetes_general,Penderita diabetes tipe 2 yang sudah pakai insulin apakah sama dengan tipe 1,"Tidak sama. Diabetes tipe 2 yang menggunakan insulin masih diklasifikasikan sebagai tipe 2 di DiaBites. Penggunaan insulin pada tipe 2 adalah eskalasi pengobatan, bukan perubahan tipe diabetes. Tetap pilih Tipe 2 di profil."
tipe_diabetes_general,Apakah DiaBites mempertimbangkan kondisi diabetes yang sudah komplikasi,"Saat ini DiaBites menggunakan panduan umum per tipe diabetes. Untuk kondisi dengan komplikasi spesifik seperti gagal ginjal atau neuropati, kebutuhan nutrisi lebih kompleks dan sangat disarankan konsultasi dengan ahli gizi klinis."
tipe_diabetes_general,Kenapa pilihan tipe diabetes di DiaBites hanya ada 4 opsi,"DiaBites menyediakan 4 opsi utama yang mencakup mayoritas kondisi pengguna: Tipe 1, Tipe 2, Gestasional, dan Tidak Ada. Ini sudah mencakup klasifikasi diabetes mellitus yang paling umum sesuai panduan ADA dan WHO."
tipe_diabetes_general,Apakah DiaBites memiliki fitur khusus untuk remaja dengan diabetes tipe 1,"Saat ini DiaBites menggunakan data usia sebagai salah satu parameter perhitungan. Untuk remaja dengan tipe 1, isi usia yang sebenarnya agar kalkulasi TDEE lebih akurat. Panduan khusus pediatrik belum tersedia di versi ini."
tipe_diabetes_general,Apa yang berbeda dari rekomendasi DiaBites untuk ibu hamil dengan gestasional,"Untuk gestasional, DiaBites menggunakan batas gula yang lebih ketat mengingat risiko komplikasi pada janin. Produk yang mungkin Caution untuk tipe 2 bisa menjadi Not Recommended untuk gestasional karena threshold yang lebih ketat."
tipe_diabetes_general,Bisakah saya menggunakan DiaBites untuk anggota keluarga dengan tipe diabetes berbeda,"Saat ini satu akun DiaBites menggunakan satu profil. Untuk anggota keluarga yang berbeda, disarankan membuat akun terpisah agar profil dan rekomendasi benar-benar personal sesuai kondisi masing-masing."
tipe_diabetes_general,Apakah diabetes gestasional berarti saya akan tetap diabetes setelah melahirkan,Tidak selalu. Sekitar 50% wanita dengan gestasional gula darahnya kembali normal setelah melahirkan. Namun risiko berkembang menjadi diabetes tipe 2 meningkat. Tetap pantau gula darah dan jalani gaya hidup sehat setelah melahirkan.
tipe_diabetes_general,Tipe diabetes apa yang paling banyak penggunanya di DiaBites,"DiaBites dirancang untuk mendukung semua tipe, namun diabetes tipe 2 adalah yang paling prevalens di Indonesia dan kemungkinan menjadi pengguna terbanyak. Penderita tipe 2 sangat terbantu dengan fitur scan karena banyak memilih produk kemasan sehari-hari."
tipe_diabetes_general,Apakah ada perbedaan aktivitas sehat yang dianjurkan antar tipe diabetes di DiaBites,"Checklist Aktivitas Sehat di DiaBites saat ini bersifat umum untuk semua tipe. Panduan olahraga dan aktivitas spesifik per tipe lebih baik didiskusikan dengan dokter, terutama untuk tipe 1 yang perlu menyesuaikan insulin dengan aktivitas fisik."
tipe_diabetes_general,Apa tanda-tanda saya perlu mengubah tipe diabetes di profil DiaBites,"Update tipe jika ada perubahan diagnosis dari dokter, misalnya dari prediabetes ke tipe 2, atau jika setelah melahirkan gula darah kembali normal (dari gestasional ke Tidak Ada). Selalu ikuti diagnosis resmi dari dokter Anda."
tipe_diabetes_general,Apakah DiaBites bisa membantu mendeteksi apakah saya punya diabetes,"DiaBites bukan alat diagnostik. Untuk mengetahui apakah Anda memiliki diabetes, lakukan pemeriksaan gula darah di fasilitas kesehatan. DiaBites hanya membantu yang sudah didiagnosis diabetes dalam mengelola konsumsi sehari-hari."
tipe_diabetes_general,Bagaimana DiaBites menangani pengguna yang tidak tahu tipe diabetesnya,"Pilih Tidak Ada jika belum ada diagnosis resmi, atau konsultasikan dengan dokter untuk mendapat diagnosis yang tepat. Jika sudah ada diagnosis tapi belum tahu termasuk tipe apa, bawa hasil pemeriksaan ke dokter untuk klarifikasi."
tipe_diabetes_general,Apakah LADA atau diabetes autoimun dewasa bisa menggunakan DiaBites,LADA (Latent Autoimmune Diabetes in Adults) memiliki karakteristik mirip tipe 1 namun berkembang lebih lambat. Konsultasikan dengan dokter apakah sebaiknya memilih Tipe 1 atau Tipe 2 di profil DiaBites untuk pendekatan nutrisi yang paling sesuai.
tipe_diabetes_general,Perbedaan pengelolaan gula darah antara tipe 1 dan tipe 2 yang perlu diketahui,"Tipe 1 mengelola gula darah terutama melalui dosis insulin yang disesuaikan dengan asupan karbohidrat dan aktivitas. Tipe 2 lebih fleksibel dengan kombinasi obat oral, gaya hidup, dan kadang insulin. Keduanya perlu memantau asupan karbohidrat dan gula secara ketat."
bmr_tdee_query,Apa perbedaan BMR dan TDEE dalam konteks DiaBites,BMR (Basal Metabolic Rate) adalah kalori yang dibutuhkan tubuh saat istirahat total untuk fungsi dasar. TDEE (Total Daily Energy Expenditure) adalah total kalori harian termasuk aktivitas fisik. DiaBites menggunakan TDEE sebagai dasar target kalori harian Anda.
bmr_tdee_query,Rumus apa yang digunakan DiaBites untuk menghitung BMR,"DiaBites menggunakan rumus Harris-Benedict yang mempertimbangkan jenis kelamin, usia, tinggi badan, dan berat badan. Rumus ini adalah standar yang banyak digunakan dalam ilmu gizi untuk mengestimasi kebutuhan energi dasar seseorang."
bmr_tdee_query,Bagaimana tingkat aktivitas mempengaruhi TDEE di DiaBites,"Tingkat aktivitas dikalikan dengan BMR menggunakan faktor: Sedentari (1.2), Ringan (1.375), Sedang (1.55), Aktif (1.725), Sangat Aktif (1.9). Semakin aktif Anda, semakin tinggi TDEE dan target kalori harian di DiaBites."
bmr_tdee_query,Apakah TDEE saya di DiaBites sudah termasuk kebutuhan untuk diabetes,"DiaBites menghitung TDEE standar berdasarkan data fisik dan tingkat aktivitas. Untuk kebutuhan kalori yang lebih spesifik dengan mempertimbangkan kondisi medis kompleks, konsultasikan dengan ahli gizi klinis yang berspesialisasi diabetes."
bmr_tdee_query,Kenapa target kalori saya berbeda dari yang dihitung kalkulator online lain,Perbedaan bisa terjadi karena berbeda rumus atau faktor aktivitas yang digunakan. DiaBites menggunakan Harris-Benedict dengan faktor aktivitas standar. Angka dari berbagai sumber bisa berbeda 50-200 kalori yang masih dalam rentang normal.
bmr_tdee_query,Apakah TDEE berubah seiring bertambahnya usia,"Ya, BMR dan TDEE cenderung menurun sekitar 1-2% per dekade setelah usia 30 tahun karena penurunan massa otot. Selalu perbarui usia di profil DiaBites agar kalkulasi TDEE tetap akurat seiring waktu."
bmr_tdee_query,Cara menentukan tingkat aktivitas yang tepat untuk diisi di profil DiaBites,"Pilih berdasarkan aktivitas rata-rata harian: Sedentari (duduk sepanjang hari, kerja kantoran), Ringan (olahraga 1-3x/minggu), Sedang (olahraga 3-5x/minggu), Aktif (olahraga 6-7x/minggu), Sangat Aktif (fisik intensif setiap hari)."
bmr_tdee_query,Apakah BMR saya bisa dilihat secara terpisah di DiaBites,"DiaBites menampilkan TDEE sebagai target kalori harian di beranda. Nilai BMR yang merupakan komponen dasar tidak ditampilkan secara terpisah. Untuk mengetahui BMR spesifik, Anda bisa menghitung menggunakan kalkulator BMR online dengan data yang sama."
bmr_tdee_query,Kenapa TDEE penting untuk penderita diabetes khususnya,TDEE penting karena kelebihan kalori dari TDEE bisa meningkatkan berat badan yang memperburuk resistensi insulin. Kekurangan kalori bisa menyebabkan hipoglikemia terutama pada pengguna insulin. DiaBites menggunakan TDEE untuk menentukan batas aman konsumsi.
bmr_tdee_query,Apakah TDEE yang dihitung DiaBites sudah sesuai untuk menurunkan berat badan,"TDEE DiaBites adalah kebutuhan kalori untuk mempertahankan berat badan saat ini. Untuk menurunkan berat badan, Anda perlu defisit kalori sekitar 300-500 kalori dari TDEE. Konsultasikan target defisit kalori yang aman untuk diabetes dengan dokter atau ahli gizi."
bmr_tdee_query,Cara update tingkat aktivitas di DiaBites jika rutinitas berubah,"Buka Profile > Edit Data Kesehatan, ubah pilihan tingkat aktivitas sesuai rutinitas terbaru Anda. DiaBites akan langsung menghitung ulang TDEE dan memperbarui target kalori harian yang ditampilkan di beranda."
bmr_tdee_query,Apakah DiaBites mempertimbangkan kebutuhan kalori extra untuk insulin pada tipe 1,"DiaBites menggunakan kalkulasi TDEE standar tanpa penyesuaian khusus untuk manajemen insulin. Untuk tipe 1, perhitungan karbohidrat untuk dosis insulin sangat individual dan sebaiknya dilakukan bersama dengan tim medis yang menangani Anda."
bmr_tdee_query,TDEE saya 1850 kcal apakah itu cukup untuk sehari,"1850 kcal adalah estimasi kebutuhan energi harian yang dihitung dari profil Anda. Untuk kebanyakan orang dewasa dengan aktivitas sedang, ini adalah angka yang wajar. Cukup atau tidaknya bergantung pada berat badan, tingkat aktivitas, dan kondisi kesehatan spesifik."
bmr_tdee_query,Kenapa BMR berbeda antara pria dan wanita,Pria umumnya memiliki lebih banyak massa otot yang membakar lebih banyak kalori bahkan saat istirahat. Rumus Harris-Benedict menggunakan koefisien berbeda untuk pria dan wanita untuk mencerminkan perbedaan komposisi tubuh ini.
bmr_tdee_query,Apakah olahraga harian perlu diinput secara terpisah di DiaBites atau sudah di tingkat aktivitas,Tingkat aktivitas di profil DiaBites sudah mencakup perkiraan aktivitas harian termasuk olahraga rutin. Tidak perlu input olahraga secara terpisah. Pilih tingkat aktivitas yang paling mencerminkan rata-rata aktivitas mingguan Anda.
bmr_tdee_query,Cara mengetahui apakah kalori yang saya konsumsi sudah sesuai TDEE DiaBites,"Pantau progress bar di Daily Wellness beranda DiaBites. Jika mendekati 100% sebelum akhir hari, Anda perlu lebih berhati-hati dalam memilih makanan. Jika jauh di bawah 100%, Anda masih memiliki ruang kalori yang cukup."
bmr_tdee_query,Apakah DiaBites menghitung TDEE untuk kondisi pasca operasi atau penyembuhan,DiaBites menggunakan kalkulasi TDEE standar tanpa penyesuaian khusus untuk kondisi medis pasca operasi. Kebutuhan kalori saat pemulihan bisa berbeda signifikan dan harus ditentukan oleh tim medis yang menangani proses penyembuhan.
bmr_tdee_query,Kenapa target kalori di DiaBites berubah setelah saya update berat badan,Karena berat badan adalah salah satu variabel utama dalam rumus BMR/TDEE. Penurunan atau kenaikan berat badan mengubah nilai BMR yang selanjutnya mempengaruhi TDEE dan target kalori harian yang ditampilkan di beranda DiaBites.
bmr_tdee_query,Apakah DiaBites bisa membantu saya mencapai target kalori harian dengan tepat,DiaBites membantu dengan menampilkan akumulasi kalori dari produk yang Anda scan di Daily Wellness. Pantau progress ini sepanjang hari untuk memastikan asupan kalori mendekati target TDEE tanpa melebihi atau terlalu jauh kurang.
bmr_tdee_query,Berapa persen dari TDEE yang sebaiknya berasal dari karbohidrat untuk diabetes,"Panduan umum untuk diabetes: 45-65% dari TDEE dari karbohidrat, 15-20% dari protein, 20-35% dari lemak. Namun rasio ini sangat individual. Konsultasikan dengan ahli gizi untuk distribusi makronutrien yang paling sesuai kondisi Anda."
bmr_tdee_query,TDEE saya terlihat terlalu rendah padahal saya merasa aktif bagaimana,"Pastikan tingkat aktivitas yang dipilih sudah sesuai. Jika Anda benar-benar sangat aktif secara fisik, pilih tingkat Aktif atau Sangat Aktif. Berat badan dan tinggi yang akurat juga penting. Update profil jika ada data yang perlu dikoreksi."
bmr_tdee_query,Apakah DiaBites mempertimbangkan metabolisme yang lebih lambat pada penderita hipotiroid dengan diabetes,DiaBites menggunakan kalkulasi TDEE standar tanpa penyesuaian untuk kondisi hipotiroid. Hipotiroid dapat menurunkan metabolisme basal secara signifikan. Konsultasikan target kalori yang tepat dengan dokter endokrinologi yang menangani kedua kondisi Anda.
sugar_limit_non_diabetes,Anak-anak tanpa diabetes berapa batas gula hariannya,"WHO merekomendasikan: anak 2-18 tahun maksimal 25g atau 6 sendok teh gula tambahan per hari. Untuk anak di bawah 2 tahun, hindari gula tambahan sama sekali. Gula alami dari buah dan susu tidak termasuk dalam batasan ini."
sugar_limit_non_diabetes,Remaja sehat berapa asupan gula maksimal per hari,Remaja 12-18 tahun disarankan membatasi gula tambahan di bawah 25-50g per hari sesuai panduan WHO. Konsumsi gula berlebih pada masa remaja meningkatkan risiko diabetes tipe 2 dan obesitas di masa dewasa.
sugar_limit_non_diabetes,Orang sehat tanpa penyakit apakah tetap perlu mengontrol gula,"Ya, sangat penting. Konsumsi gula berlebih berkontribusi pada kenaikan berat badan, resistensi insulin, penyakit jantung, dan risiko diabetes. WHO merekomendasikan membatasi gula tambahan di bawah 10% dari total kalori harian untuk semua orang."
sugar_limit_non_diabetes,Apakah orang sehat bisa menggunakan DiaBites untuk pantau gula,"Tentu bisa. Pilih Tidak Ada pada tipe diabetes di profil DiaBites. Fitur scan tetap bekerja untuk membantu memantau asupan gula, kalori, dan nutrisi lain sebagai bagian dari gaya hidup sehat secara preventif."
sugar_limit_non_diabetes,Berapa banyak gula yang ada di minuman kemasan rata-rata,Minuman kemasan rata-rata mengandung 20-40g gula per botol 600ml. Ini hampir mencapai atau melebihi batas gula harian untuk orang sehat. Scan dengan DiaBites untuk mengetahui kandungan gula spesifik setiap minuman kemasan.
sugar_limit_non_diabetes,Apakah batas gula untuk ibu menyusui berbeda dari orang normal,Ibu menyusui membutuhkan kalori ekstra namun tidak berarti boleh lebih banyak konsumsi gula. Tetap batasi gula tambahan di bawah 25g per hari. Fokus pada nutrisi padat gizi untuk mendukung produksi ASI dan pemulihan pasca melahirkan.
sugar_limit_non_diabetes,Apakah gula alami dari buah dihitung dalam batas gula harian,"Panduan WHO dan AHA membatasi gula tambahan (added sugar), bukan gula alami dari buah utuh yang disertai serat. Namun jus buah yang mengkonsentrasikan gula tanpa serat sebaiknya tetap dibatasi meski bersumber dari buah."
sugar_limit_non_diabetes,Kenapa batas gula untuk pria dan wanita berbeda di beberapa panduan,"AHA merekomendasikan pria maksimal 36g dan wanita maksimal 25g gula tambahan per hari, mencerminkan perbedaan kebutuhan kalori rata-rata. WHO menggunakan 50g untuk semua orang. DiaBites menggunakan panduan yang disesuaikan dengan profil pengguna."
sugar_limit_non_diabetes,Apakah produk berlabel rendah gula aman untuk dikonsumsi setiap hari,"Produk rendah gula lebih baik dari produk biasa, namun konsumsi harian tetap perlu memperhatikan total asupan dari semua sumber. Gunakan DiaBites untuk scan dan pastikan total gula dari semua produk yang dikonsumsi tidak melebihi batas harian."
sugar_limit_non_diabetes,Seberapa berbahaya konsumsi gula berlebih untuk orang sehat jangka panjang,"Konsumsi gula berlebih jangka panjang meningkatkan risiko: obesitas, diabetes tipe 2, penyakit jantung, kerusakan gigi, perlemakan hati, dan peradangan kronis. Membatasi gula adalah investasi kesehatan jangka panjang yang sangat penting."
sugar_limit_non_diabetes,Apakah kecanduan gula itu nyata dan bagaimana mengatasinya,"Ya, ada bukti bahwa gula memicu pelepasan dopamin yang bisa menciptakan pola konsumsi berulang. Cara mengatasinya: kurangi gula secara bertahap bukan tiba-tiba, ganti dengan buah segar saat ingin manis, perbanyak protein dan serat untuk mengurangi craving."
sugar_limit_non_diabetes,Berapa sendok teh gula yang setara dengan 25g gula,"25g gula setara dengan sekitar 6 sendok teh gula. Satu kaleng minuman bersoda bisa mengandung 10 sendok teh gula, hampir dua kali lipat batas harian. Gunakan konversi ini untuk memvisualisasikan kandungan gula produk yang akan dikonsumsi."
sugar_limit_non_diabetes,Apakah gula dalam kopi dan teh dihitung dalam batas harian,"Ya, gula yang ditambahkan ke kopi atau teh dihitung sebagai gula tambahan (added sugar) yang termasuk dalam batas harian. Satu gelas kopi dengan 2 sendok teh gula sudah berkontribusi 8g atau sepertiga batas harian WHO."
sugar_limit_non_diabetes,Bagaimana cara mengurangi konsumsi gula secara bertahap,"Mulai dengan: kurangi setengah gula yang biasa ditambahkan ke minuman, ganti camilan manis dengan buah atau kacang, baca label dan pilih produk dengan gula lebih rendah, gunakan DiaBites untuk scan dan monitor asupan gula harian secara konsisten."
sugar_limit_non_diabetes,Apakah gula yang ada di dalam makanan sehari-hari seperti nasi dihitung,"Gula yang dimaksud dalam batasan harian adalah gula tambahan dan gula sederhana. Karbohidrat kompleks dari nasi meski akhirnya menjadi glukosa diperlakukan berbeda dalam panduan gizi. Namun untuk diabetes, total karbohidrat termasuk dari nasi tetap perlu dikontrol."
sugar_limit_non_diabetes,Orang dengan riwayat keluarga diabetes berapa batas gula yang disarankan,"Untuk orang dengan riwayat keluarga diabetes (risiko tinggi), disarankan mengikuti batas gula yang lebih ketat, mendekati panduan untuk prediabetes: kurangi gula tambahan semaksimal mungkin dan fokus pada pencegahan melalui diet dan aktivitas fisik."
sugar_limit_non_diabetes,Apakah diabetes bisa dicegah dengan membatasi gula saja,"Pembatasan gula adalah salah satu komponen penting pencegahan diabetes tipe 2, namun tidak cukup sendiri. Pencegahan yang efektif meliputi: menjaga berat badan ideal, olahraga teratur, pola makan seimbang, tidak merokok, dan pemeriksaan rutin."
sugar_limit_non_diabetes,Berapa batas gula untuk lansia sehat di atas 60 tahun,"Lansia di atas 60 tahun disarankan membatasi gula tambahan sesuai panduan umum (25-50g/hari), bahkan lebih ketat jika ada kondisi penyerta. Metabolisme melambat seiring usia sehingga toleransi gula bisa berkurang meski tanpa diagnosis diabetes."
sugar_limit_non_diabetes,Apakah produk dengan tulisan tanpa gula tambahan berarti bebas gula sepenuhnya,"Tidak. Tanpa gula tambahan berarti tidak ada gula yang ditambahkan dalam proses produksi, namun produk bisa masih mengandung gula alami dari bahan bakunya. Scan dengan DiaBites untuk melihat kandungan gula total yang sebenarnya."
sugar_limit_non_diabetes,Bagaimana cara menjelaskan batasan gula kepada anak yang suka jajan,"Gunakan analogi yang mudah dipahami: bandingkan gula dalam jajan favorit dengan jumlah sendok teh. Libatkan anak dalam memilih camilan sehat, jadikan kegiatan yang menyenangkan bukan larangan, dan jadilah contoh dengan membatasi konsumsi gula Anda sendiri."
sugar_limit_non_diabetes,Apakah permen diet bebas gula aman dikonsumsi setiap hari,Permen diet menggunakan pemanis buatan yang umumnya aman untuk konsumsi rutin dalam jumlah wajar. Namun konsumsi berlebihan bisa menyebabkan gangguan pencernaan. Permen tetaplah camilan yang sebaiknya dibatasi frekuensinya untuk semua orang.
community_feature,Apa manfaat fitur Ruang Berbagi untuk penderita diabetes,"Ruang Berbagi memberikan: dukungan emosional dari sesama penderita, berbagi tips dan pengalaman nyata, informasi produk yang sudah dicoba, dan motivasi untuk konsisten menjalani gaya hidup sehat. Komunitas yang suportif terbukti meningkatkan kualitas manajemen diabetes."
community_feature,Apakah postingan di Ruang Berbagi DiaBites sudah diverifikasi kebenarannya,Postingan di Ruang Berbagi adalah konten dari sesama pengguna berdasarkan pengalaman pribadi. Konten tidak diverifikasi secara medis. Selalu konsultasikan informasi kesehatan yang diperoleh dari komunitas dengan dokter atau ahli gizi Anda.
community_feature,Cara menemukan diskusi tentang produk tertentu di Ruang Berbagi,"Saat ini Ruang Berbagi menampilkan postingan terbaru secara berurutan. Untuk menemukan diskusi tentang produk tertentu, scroll atau cari postingan yang relevan. Fitur pencarian spesifik di komunitas mungkin tersedia di pembaruan mendatang."
community_feature,Apakah saya perlu isi profil diabetes sebelum bergabung di komunitas,"Sangat disarankan mengisi tipe diabetes di profil sebelum aktif di komunitas. Badge tipe diabetes (Tipe 1, Tipe 2, Gestasional) membantu anggota lain memahami konteks pengalaman yang Anda bagikan."
community_feature,Bagaimana etika yang baik saat posting di Ruang Berbagi DiaBites,"Etika komunitas: bagikan pengalaman pribadi secara jujur, hindari klaim medis yang tidak berdasar, hargai perbedaan kondisi tiap anggota, jangan mempromosikan produk secara berlebihan, dan selalu ingatkan untuk konsultasi dokter untuk keputusan medis penting."
community_feature,Apakah ada moderator di komunitas Ruang Berbagi DiaBites,DiaBites memiliki pedoman komunitas yang perlu diikuti semua anggota. Postingan yang melanggar pedoman bisa dilaporkan menggunakan opsi lapor yang tersedia. Tim DiaBites meninjau laporan untuk menjaga kualitas dan keamanan komunitas.
community_feature,Kenapa harus bergabung di Ruang Berbagi jika sudah ada chatbot DiaBites,"Chatbot DiaBites menjawab pertanyaan gizi dan teknis. Ruang Berbagi memberikan sesuatu yang berbeda: koneksi manusiawi, empati dari sesama penderita, tips praktis dari pengalaman nyata, dan dukungan emosional yang tidak bisa diberikan oleh chatbot."
community_feature,Cara membuat postingan pertama di Ruang Berbagi DiaBites,"Buka halaman Community, tap tombol buat postingan (biasanya ikon plus atau tombol Buat Postingan). Tulis pengalaman atau pertanyaan Anda, pilih kategori jika tersedia, lalu tap Kirim. Mulailah dengan memperkenalkan diri dan kondisi diabetes Anda."
